"account_id","customer_id","tenure_months","num_referrals","has_internet_service","internet_type","has_unlimited_data","has_phone_service","has_multiple_lines","has_premium_tech_support","has_online_security","has_online_backup","has_device_protection","contract_type","paperless_billing","payment_method"
"NOTH-SKJVZ","3334-CTHOL",1,0,"Yes","Cable","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NOTL-GCNDT","1930-QPBVZ",68,3,"Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","Yes","No","Two Year","No","Bank Withdrawal"
"NOUO-KWRQQ","8727-JQFHV",57,8,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"NPBD-IXABS","5868-YWPDW",6,1,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"NPCF-HBNDI","3338-CVVEH",12,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"NPCU-XXOCZ","4123-FCVCB",12,0,"Yes","DSL","Yes","Yes","Yes","Yes","No","No","No","One Year","Yes","Credit Card"
"NPCV-FQBUH","6682-QJDGB",40,0,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","No","Month-to-Month","Yes","Mailed Check"
"NPCX-ZDVAP","8642-GVWRF",2,1,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","Yes","Month-to-Month","No","Bank Withdrawal"
"NPFK-PFJTM","0463-TXOAK",52,0,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Credit Card"
"NPNX-QLSEW","9479-HYNYL",71,8,"Yes","Cable","Yes","Yes","No","Yes","No","Yes","Yes","Two Year","Yes","Credit Card"
"NPOW-BULVC","2037-XJFUP",33,1,"Yes","Fiber Optic","No","Yes","No","No","No","No","Yes","One Year","Yes","Bank Withdrawal"
"NPPQ-TLZWF","8917-FAEMR",37,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"NPQX-TVREZ","5627-TVBPP",35,0,"No","None","No","Yes","No","No","No","No","No","One Year","Yes","Credit Card"
"NPRB-FFYKR","3422-LYEPQ",1,1,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NPVP-WBIEX","3284-SVCRO",45,6,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Credit Card"
"NPZX-KLPCJ","6284-KMNUF",56,10,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","One Year","Yes","Bank Withdrawal"
"NQCR-KTOUN","5552-ZNFSJ",1,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"NQFF-VJTWE","2325-ZUSFD",57,1,"Yes","DSL","Yes","Yes","No","No","Yes","No","No","One Year","Yes","Bank Withdrawal"
"NQJB-XZICU","7684-XSZIY",72,3,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Bank Withdrawal"
"NQNG-ZFPMW","3424-NMNBO",58,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal"
"NQPK-VMQTS","6418-PIQSP",62,6,"Yes","Cable","Yes","Yes","No","Yes","Yes","No","Yes","Two Year","No","Mailed Check"
"NQRH-VAMRF","6656-GULJQ",72,4,"Yes","DSL","No","Yes","Yes","Yes","Yes","No","Yes","Two Year","Yes","Credit Card"
"NQUS-ISCIP","3049-NDXFL",1,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","No","Credit Card"
"NRCX-FWVYZ","6921-OZMFH",5,3,"Yes","Cable","Yes","Yes","Yes","Yes","No","No","No","Month-to-Month","Yes","Credit Card"
"NRFG-FIJWA","3156-QLHBO",2,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"NRJD-BYNUS","1508-DFXCU",12,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NRJW-PNTRM","8197-BFWVU",72,2,"Yes","Cable","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"NROH-PMRBC","1293-BSEUN",72,9,"No","None","No","Yes","No","No","No","No","No","Two Year","Yes","Credit Card"
"NRTD-MQCEO","8242-SOQUO",5,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","No","One Year","Yes","Bank Withdrawal"
"NSEF-ARDML","3668-QPYBK",2,0,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","No","Month-to-Month","Yes","Credit Card"
"NSGA-BQCVQ","2608-BHKFN",4,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"NSHD-UHKRY","0872-NXJYS",9,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NSIF-KPEEP","8064-RAVOH",1,0,"Yes","DSL","Yes","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NSJL-SAATR","2858-EIMXH",53,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","One Year","Yes","Credit Card"
"NSTX-QWIOB","9251-AWQGT",48,2,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"NSUT-LGSAV","5702-SKUOB",4,1,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"NSXR-XGKTI","5708-EVONK",58,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"NTDC-XWWPD","0307-BCOPK",16,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"NTEO-CNKAO","4318-RAJVY",10,0,"No","None","No","Yes","No","No","No","No","No","One Year","Yes","Credit Card"
"NTHO-ROIMK","7923-IYJWY",67,0,"Yes","Fiber Optic","No","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"NTJW-FONNW","9796-MVYXX",14,0,"Yes","DSL","Yes","No","No","Yes","Yes","No","Yes","Two Year","No","Credit Card"
"NTKF-AWIQK","1839-FBNFR",39,3,"No","None","No","Yes","No","No","No","No","No","Two Year","Yes","Bank Withdrawal"
"NTKX-RYTLQ","3999-QGRJH",8,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NTLE-DYIUC","8039-ACLPL",72,6,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","Yes","Two Year","No","Credit Card"
"NTNC-TYAGR","5909-ECHUI",1,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NTOO-BWEHZ","5445-GLVOT",22,0,"Yes","Cable","Yes","Yes","No","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NTTB-ARUFB","0447-BEMNG",48,3,"Yes","Cable","No","No","No","No","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NTXD-YAICC","4971-PUYQO",27,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Mailed Check"
"NTYK-HNIHP","8779-QRDMV",1,0,"Yes","DSL","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NTZA-UXGML","0195-IESCP",10,1,"Yes","Fiber Optic","No","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NTZL-HEMSQ","3070-BDOQC",60,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"NUAB-DGFOH","2996-XAUVF",70,0,"Yes","DSL","Yes","No","No","Yes","No","No","No","Two Year","Yes","Mailed Check"
"NUCB-MBUDX","5424-RLQLC",10,0,"Yes","DSL","No","Yes","No","No","No","Yes","No","Month-to-Month","Yes","Credit Card"
"NUDL-CRFDB","8696-JKZNU",37,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NUDV-FOFZH","7133-VBDCG",25,0,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"NUJD-BBMZW","6217-KDYWC",57,0,"No","None","No","Yes","No","No","No","No","No","Two Year","Yes","Credit Card"
"NUKF-ATHFU","5006-MXVRN",39,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"NUKQ-AISOD","7422-WNBTY",33,5,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NUKT-DAHOJ","7998-ZLXWN",15,3,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"NUMB-ZIOUW","2307-FYNNL",65,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal"
"NUNZ-KIRWX","0064-SUDOG",12,3,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Bank Withdrawal"
"NUTF-WYMIH","9804-ICWBG",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NUVN-REOJI","0572-ZJKLT",46,10,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","Yes","Two Year","No","Credit Card"
"NUVX-MRIRA","5346-BZCHP",69,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"NUZN-ZTQJJ","1209-VFFOC",68,10,"Yes","DSL","Yes","No","No","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"NVAL-DWATE","7379-POKDZ",3,1,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NVBD-NQXMR","5317-FLPJF",66,0,"Yes","DSL","No","No","No","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal"
"NVDG-JKEPH","5143-WMWOG",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"NVGL-VPSED","0781-LKXBR",9,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NVHI-GNJJQ","4801-JZAZL",11,1,"Yes","DSL","Yes","No","No","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NVND-XBLGQ","1678-FYZOW",3,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NVSQ-RPFRR","2030-BTZRO",6,1,"No","None","No","Yes","No","No","No","No","No","Two Year","Yes","Credit Card"
"NVYI-GIJRV","8510-BBWMU",41,0,"No","None","No","Yes","No","No","No","No","No","One Year","Yes","Credit Card"
"NVYJ-SIQFU","3339-EAQNV",72,7,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","One Year","Yes","Credit Card"
"NWAR-YVWNX","1423-BMPBQ",1,1,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"NWEN-VENVC","6447-EGDIV",31,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Mailed Check"
"NWEO-QCVAZ","4522-AKYLR",13,0,"Yes","DSL","Yes","Yes","No","No","No","Yes","Yes","One Year","Yes","Bank Withdrawal"
"NWRX-PCJOK","1226-JZNKR",8,1,"No","None","No","Yes","No","No","No","No","No","One Year","No","Bank Withdrawal"
"NWVX-ZTDWF","6135-OZQVA",7,0,"Yes","Cable","Yes","Yes","Yes","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NWWH-MZWAJ","8614-VGMMV",15,0,"Yes","DSL","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NWXD-SNVIE","7330-WZLNC",5,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"NXBH-IZDXN","1455-HFBXA",52,3,"Yes","Fiber Optic","No","Yes","Yes","Yes","Yes","No","Yes","Two Year","Yes","Credit Card"
"NXDL-XADWP","5067-DGXLL",2,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"NXDS-PAVIY","4672-FOTSD",12,0,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"NXEN-OWUWA","4526-RMTLL",8,0,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No","Two Year","Yes","Credit Card"
"NXJK-LIGUR","2267-FPIMA",50,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","No","Month-to-Month","Yes","Credit Card"
"NXMR-UIMTU","5392-AKEMH",12,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NXMV-BLBVY","0222-CNVPT",52,0,"Yes","DSL","Yes","No","No","No","Yes","No","No","Two Year","Yes","Credit Card"
"NXOW-GVNYR","6784-XYJAE",36,0,"Yes","DSL","No","Yes","Yes","No","No","No","Yes","One Year","No","Bank Withdrawal"
"NXSM-JRMDO","2522-WLNSF",34,2,"Yes","Cable","Yes","Yes","No","Yes","No","No","Yes","One Year","No","Bank Withdrawal"
"NXVI-GTSMP","5915-DGNVC",49,9,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Yes","One Year","No","Bank Withdrawal"
"NXWG-SSBQP","3345-PBBFH",8,6,"Yes","DSL","Yes","Yes","No","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"NXXV-LTAHU","8879-XUAHX",71,4,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"NXZP-SIUMP","3070-DVEYC",7,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","No","Credit Card"
"NYAJ-MHIFA","0420-HLGXF",39,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Two Year","Yes","Bank Withdrawal"
"NYCX-KJWWE","3811-VBYBZ",7,0,"Yes","Fiber Optic","No","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"NYEA-MNDWL","6168-WFVVF",3,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NYFR-CSWCP","0644-OQMDK",4,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NYHJ-HSWKD","9053-JZFKV",67,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card"
"NYIS-AMGOY","8388-FYNPZ",4,0,"Yes","DSL","Yes","Yes","No","No","Yes","No","Yes","Month-to-Month","No","Bank Withdrawal"
"NYJM-TGRFC","9399-APLBT",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"NYLD-TEITY","7816-VGHTO",6,7,"Yes","Cable","No","No","No","Yes","No","Yes","Yes","Two Year","No","Credit Card"
"NYMU-YQTUB","9451-WLYRI",53,5,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"NYNM-QKSMK","5324-KTGCG",71,5,"No","None","No","Yes","No","No","No","No","No","One Year","No","Bank Withdrawal"
"NYQG-EUEYM","8309-PPCED",72,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"NYRE-BVOFC","4652-NNHNY",16,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NYRV-PVUDJ","6108-OQZDQ",4,4,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"NYSC-JIJAK","8809-RIHDD",72,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"NYUV-QNAYV","6457-USBER",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NZAO-MEJRB","4878-BUNFV",42,10,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Mailed Check"
"NZCC-PIWJP","3727-OWVYD",35,0,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","Yes","One Year","No","Mailed Check"
"NZDL-JNPZT","0311-QYWSS",6,0,"Yes","DSL","Yes","Yes","No","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NZDU-EYTRC","2252-NKNSI",52,0,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No","Two Year","Yes","Credit Card"
"NZEQ-LFZDS","1325-USMEC",70,10,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"NZKU-MZFJD","7130-CTCUS",16,5,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","No","Two Year","Yes","Bank Withdrawal"
"NZOL-JFSNC","8350-NYMVI",39,0,"Yes","DSL","Yes","No","No","Yes","No","Yes","Yes","Month-to-Month","No","Bank Withdrawal"
"NZOO-YTIKO","0292-WEGCH",54,7,"Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NZVQ-PNUSO","2796-UUZZO",63,9,"Yes","Fiber Optic","No","Yes","No","No","No","Yes","Yes","Month-to-Month","Yes","Credit Card"
"NZVS-AYJLD","6164-HXUGH",6,1,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"NZVU-GQQLT","3137-NYQQI",17,2,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","No","One Year","No","Credit Card"
"NZYX-GOWWZ","6198-PNNSZ",56,9,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","One Year","No","Bank Withdrawal"
"OAAD-YGLIG","4989-LIXVT",68,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"OAAS-SRPIZ","6478-HRRCZ",32,7,"Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","No","One Year","No","Credit Card"
"OADV-SVBSD","4942-VZZOM",64,3,"Yes","DSL","Yes","Yes","Yes","No","Yes","No","No","One Year","Yes","Credit Card"
"OAJC-IPGRZ","6194-HBGQN",51,0,"Yes","Cable","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card"
"OAJG-ZAQKS","7340-KEFQE",51,7,"Yes","Cable","Yes","No","No","Yes","Yes","No","No","Two Year","No","Bank Withdrawal"
"OAKA-WWIVY","8485-GJCDN",5,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"OAMO-ZNZWG","0529-ONKER",15,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"OANG-NJZTJ","9134-WYRVP",51,0,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","One Year","No","Credit Card"
"OANK-PGEEU","3055-OYMSE",53,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","No","Month-to-Month","Yes","Credit Card"
"OAOD-LFIGM","5577-OTWWW",15,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"OAOH-PNGBQ","6521-YYTYI",1,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"OAPV-POTWX","5156-UMKOW",3,0,"Yes","DSL","Yes","No","No","No","No","Yes","No","Month-to-Month","No","Mailed Check"
"OAQA-SIZVW","4514-GFCFI",16,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"OAVE-ABIKC","5542-DHSXL",4,2,"Yes","Cable","Yes","Yes","No","No","Yes","Yes","No","Month-to-Month","No","Credit Card"
"OAYS-BISIQ","3420-ZDBMA",5,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Two Year","Yes","Credit Card"
"OBAF-JPGEO","3207-OYBWH",57,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"OBDD-FNXOB","6959-GQEGV",45,0,"Yes","DSL","Yes","Yes","No","No","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"OBDS-VPYBF","9584-EXCDZ",17,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"OBFW-BETJF","1697-LYYYX",61,8,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"OBHW-CAZST","3863-QSTYI",59,0,"Yes","Cable","Yes","Yes","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"OBIM-FJSML","2176-OSJUV",71,2,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No","Two Year","No","Bank Withdrawal"
"OBJQ-JXJLZ","9692-TUSXH",18,0,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"OBMO-AMZGJ","1432-FPAXX",29,0,"Yes","DSL","Yes","No","No","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"OBRK-KBSIS","4445-ZJNMU",9,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Credit Card"
"OBVS-PQTXX","1945-XISKS",67,4,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"OBYD-BXTLS","9734-YWGEX",9,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","No","Credit Card"
"OBYV-XYAHQ","3445-HXXGF",58,6,"Yes","DSL","Yes","No","No","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"OCAV-AVBKQ","4597-NUCQV",24,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"OCBX-EPIAX","0365-TRTPY",37,0,"Yes","Fiber Optic","No","Yes","Yes","No","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal"
"OCDP-LHGDK","0807-ZABDG",3,0,"Yes","Cable","Yes","Yes","No","Yes","Yes","No","No","Month-to-Month","Yes","Mailed Check"
"OCGD-XUOEE","2388-LAESQ",72,3,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"OCHB-JKRSQ","2190-BCXEC",40,10,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","Month-to-Month","Yes","Credit Card"
"OCKW-YBQPG","2604-XVDAM",12,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"OCOD-ODGZA","1194-HVAIF",27,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","No","Credit Card"
"OCOI-DFHLT","3317-VLGQT",14,7,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"OCPT-ZVKMB","9227-LUNBG",1,0,"Yes","DSL","Yes","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"OCQS-QCARW","7815-PDTHL",35,0,"No","None","No","Yes","No","No","No","No","No","Two Year","Yes","Credit Card"
"OCUB-MVEOL","1101-SSWAG",15,1,"Yes","DSL","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"OCUM-JEDSC","1965-AKTSX",14,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"ODAN-BTJLI","4553-DVPZG",62,10,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"ODAT-CXITO","7940-UQQUG",64,4,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","No","One Year","Yes","Bank Withdrawal"
"ODCH-KLZZG","1465-LNTLJ",8,7,"Yes","Cable","Yes","Yes","No","Yes","No","No","Yes","Two Year","Yes","Credit Card"
"ODCK-ASPPZ","7641-TQFHN",39,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","Two Year","No","Credit Card"
"ODIC-EXARB","9909-DFRJA",26,0,"Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal"
"ODJJ-QPKMJ","1260-TTRXI",4,0,"Yes","DSL","No","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"ODKZ-QHGJU","2386-LAHRK",1,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Mailed Check"
"ODMN-IATNU","1025-FALIX",26,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"ODSH-ZWBHB","4988-IQIGL",1,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"ODTT-SCUQA","4234-XTNEA",2,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"ODVG-YAPWH","0362-RAOQO",40,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"ODVY-MKCOY","0668-OGMHD",21,8,"Yes","DSL","Yes","No","No","No","Yes","No","No","Month-to-Month","No","Bank Withdrawal"
"ODYR-SNZAS","2983-ZANRP",2,1,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"ODYY-YGXTL","9558-IHEZX",71,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"ODYZ-NYYIG","6646-JPPHA",14,0,"Yes","Fiber Optic","No","Yes","No","No","Yes","Yes","No","Month-to-Month","No","Bank Withdrawal"
"OEDG-UMKOP","5091-HFAZW",2,0,"Yes","Fiber Optic","No","Yes","No","No","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"OEFO-BWQJO","6537-OTKMY",15,0,"Yes","DSL","Yes","No","No","No","No","No","Yes","One Year","No","Bank Withdrawal"
"OEHV-DQVUG","1657-DYMBM",53,8,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"OEON-IOYJM","1131-SUEKT",61,4,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","Yes","No","One Year","Yes","Bank Withdrawal"
"OEQL-VPWVV","1414-YADCW",70,3,"Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","Yes","No","Two Year","No","Bank Withdrawal"
"OEUH-NZPJE","1555-HAPSU",71,1,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Credit Card"
"OEXM-CCUZW","3323-CPBWR",23,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card"
"OEYL-IEZUP","0042-RLHYP",69,5,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Bank Withdrawal"
"OEZR-CCVUB","2192-CKRLV",72,2,"Yes","DSL","Yes","No","No","No","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"OFDM-OQIPZ","3990-QYKBE",37,3,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"OFGH-YYEFV","3096-IZETN",12,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
