"account_id","avg_long_distance_fee_monthly","total_long_distance_fee","avg_gb_download_monthly","stream_tv","stream_movie","stream_music","total_monthly_fee","total_charges_quarter","total_refunds"
"NTLE-DYIUC",12.32,887.04,59,"No","Yes","Yes",68.75,4888.2,0.0
"NTNC-TYAGR",26.14,26.14,22,"No","Yes","Yes",56.25,56.25,0.0
"NTOO-BWEHZ",31.53,693.66,11,"No","No","No",49.8,1049.05,0.0
"NTTB-ARUFB",0.0,0.0,58,"No","Yes","Yes",45.3,2145.0,0.0
"NTXD-YAICC",11.09,299.43,6,"Yes","Yes","Yes",94.55,2724.6,0.0
"NTYK-HNIHP",0.0,0.0,8,"No","Yes","No",39.65,39.65,0.0
"NTZA-UXGML",2.02,20.2,82,"No","Yes","Yes",85.25,855.3,0.0
"NTZL-HEMSQ",16.81,1008.6,21,"Yes","Yes","Yes",99.65,5941.05,0.0
"NUAB-DGFOH",0.0,0.0,59,"No","Yes","Yes",40.05,2799.75,0.0
"NUCB-MBUDX",1.48,14.8,25,"Yes","No","No",59.65,638.95,0.0
"NUDL-CRFDB",26.95,997.15,17,"No","No","No",76.25,2841.55,0.0
"NUDV-FOFZH",26.81,670.25,12,"No","No","No",79.85,2015.35,0.0
"NUJD-BBMZW",5.71,325.47,0,"No","No","No",19.6,1170.55,0.0
"NUKF-ATHFU",29.79,1161.81,0,"No","No","No",20.7,762.45,0.0
"NUKQ-AISOD",31.76,1048.08,7,"No","Yes","Yes",93.35,3092.0,0.0
"NUKT-DAHOJ",12.41,186.15,0,"No","No","No",20.45,330.8,0.0
"NUMB-ZIOUW",4.4,286.0,10,"Yes","Yes","Yes",109.05,7108.2,34.67
"NUNZ-KIRWX",19.28,231.36,0,"No","No","No",20.3,224.5,0.0
"NUTF-WYMIH",45.5,45.5,12,"No","No","No",69.9,69.9,0.0
"NUVN-REOJI",49.26,2265.96,18,"No","Yes","Yes",99.65,4630.2,9.35
"NUVX-MRIRA",25.18,1737.42,0,"No","No","No",19.4,1346.2,0.0
"NUZN-ZTQJJ",0.0,0.0,19,"No","Yes","Yes",56.4,3948.45,0.0
"NVAL-DWATE",26.71,80.13,11,"No","No","No",70.3,208.85,0.0
"NVBD-NQXMR",0.0,0.0,73,"Yes","Yes","Yes",61.35,4193.4,0.0
"NVDG-JKEPH",17.61,17.61,0,"No","No","No",19.95,19.95,0.0
"NVGL-VPSED",48.71,438.39,15,"Yes","Yes","Yes",100.5,918.6,0.0
"NVHI-GNJJQ",0.0,0.0,17,"No","No","No",29.6,346.45,27.24
"NVND-XBLGQ",46.6,139.8,76,"Yes","No","No",79.4,244.65,0.0
"NVSQ-RPFRR",41.36,248.16,0,"No","No","No",20.4,107.6,0.0
"NVYI-GIJRV",37.46,1535.86,0,"No","No","No",19.75,806.95,0.0
"NVYJ-SIQFU",11.23,808.56,20,"Yes","Yes","Yes",97.25,7133.1,0.0
"NWAR-YVWNX",28.28,28.28,0,"No","No","No",19.0,19.0,0.0
"NWEN-VENVC",31.79,985.49,0,"No","No","No",20.95,683.25,0.0
"NWEO-QCVAZ",10.51,136.63,20,"No","No","No",54.8,731.3,0.0
"NWRX-PCJOK",28.37,226.96,0,"No","No","No",19.8,160.05,0.0
"NWVX-ZTDWF",40.42,282.94,17,"No","No","No",53.65,404.35,0.0
"NWWH-MZWAJ",9.71,145.65,26,"No","No","No",49.1,679.55,0.0
"NWXD-SNVIE",1.49,7.45,51,"Yes","No","Yes",90.8,455.5,0.0
"NXBH-IZDXN",18.02,937.04,3,"No","No","No",91.6,4627.8,0.0
"NXDL-XADWP",15.83,31.66,0,"No","No","No",20.25,36.8,0.0
"NXDS-PAVIY",45.8,549.6,4,"No","No","No",67.25,832.3,0.0
"NXEN-OWUWA",37.28,298.24,14,"No","Yes","Yes",76.15,645.8,0.0
"NXJK-LIGUR",17.58,879.0,47,"No","Yes","Yes",94.4,4914.9,0.0
"NXMR-UIMTU",31.22,374.64,12,"No","No","No",45.05,523.1,0.0
"NXMV-BLBVY",0.0,0.0,19,"Yes","Yes","Yes",48.8,2555.05,0.0
"NXOW-GVNYR",46.92,1689.12,5,"No","No","No",55.8,1941.5,0.0
"NXSM-JRMDO",12.33,419.22,23,"Yes","No","No",64.2,2106.3,0.0
"NXVI-GTSMP",25.1,1229.9,30,"No","Yes","Yes",71.8,3472.05,0.0
"NXWG-SSBQP",2.38,19.04,53,"No","No","No",49.55,393.45,0.0
"NXXV-LTAHU",6.19,439.49,9,"Yes","Yes","Yes",116.25,8564.75,0.0
"NXZP-SIUMP",32.4,226.8,7,"No","No","No",73.75,545.15,0.0
"NYAJ-MHIFA",10.03,391.17,13,"Yes","Yes","No",99.75,4036.0,0.0
"NYCX-KJWWE",47.03,329.21,2,"Yes","Yes","Yes",99.8,673.25,0.0
"NYEA-MNDWL",5.54,16.62,16,"No","No","No",70.3,235.5,0.0
"NYFR-CSWCP",6.18,24.72,12,"No","No","No",70.65,293.85,0.0
"NYHJ-HSWKD",33.88,2269.96,71,"Yes","Yes","Yes",116.2,7752.3,0.0
"NYIS-AMGOY",34.69,138.76,47,"No","No","No",56.75,245.15,0.0
"NYJM-TGRFC",21.91,21.91,8,"No","No","No",74.7,74.7,0.0
"NYLD-TEITY",0.0,0.0,10,"No","No","No",40.55,217.5,0.0
"NYMU-YQTUB",46.24,2450.72,0,"No","No","No",19.05,990.45,0.0
"NYNM-QKSMK",44.82,3182.22,0,"No","No","No",20.85,1539.75,0.0
"NYQG-EUEYM",46.23,3328.56,18,"Yes","Yes","Yes",110.45,7982.5,0.0
"NYRE-BVOFC",17.96,287.36,30,"No","No","No",73.85,1284.2,0.0
"NYRV-PVUDJ",9.98,39.92,51,"Yes","Yes","Yes",97.95,384.5,0.0
"NYSC-JIJAK",3.07,221.04,23,"Yes","Yes","Yes",103.4,7372.65,0.0
"NYUV-QNAYV",41.77,41.77,15,"No","Yes","Yes",80.8,80.8,0.0
"NZAO-MEJRB",32.02,1344.84,0,"No","No","No",20.7,828.85,0.0
"NZCC-PIWJP",38.38,1343.3,82,"No","No","No",61.2,2021.2,0.0
"NZDL-JNPZT",39.16,234.96,8,"No","No","No",49.45,314.6,0.0
"NZDU-EYTRC",32.02,1665.04,28,"Yes","Yes","Yes",85.15,4461.85,0.0
"NZEQ-LFZDS",48.0,3360.0,13,"Yes","No","No",99.35,6944.5,0.0
"NZKU-MZFJD",35.53,568.48,23,"No","No","No",54.55,825.1,0.0
"NZOL-JFSNC",0.0,0.0,8,"No","No","No",41.1,1597.05,0.0
"NZOO-YTIKO",4.33,233.82,12,"Yes","Yes","Yes",86.2,4524.05,0.0
"NZVQ-PNUSO",18.88,1189.44,48,"No","No","No",80.3,4896.35,0.0
"NZVS-AYJLD",6.48,38.88,0,"No","No","No",19.85,119.3,0.0
"NZVU-GQQLT",45.35,770.95,11,"No","Yes","Yes",64.8,1175.6,0.0
"NZYX-GOWWZ",37.76,2114.56,21,"Yes","Yes","Yes",109.8,6109.65,0.0
"OAAD-YGLIG",19.67,1337.56,28,"No","Yes","No",95.9,6503.2,0.0
"OAAS-SRPIZ",44.45,1422.4,6,"No","Yes","Yes",70.5,2201.75,0.0
"OADV-SVBSD",37.46,2397.44,2,"Yes","No","No",66.15,4392.5,0.0
"OAJC-IPGRZ",34.75,1772.25,59,"Yes","No","No",81.15,4126.2,0.0
"OAJG-ZAQKS",0.0,0.0,27,"No","No","Yes",34.2,1782.0,9.39
"OAKA-WWIVY",30.05,150.25,11,"No","No","No",69.05,318.5,0.0
"OAMO-ZNZWG",46.38,695.7,19,"No","No","No",75.65,1146.65,0.0
"OANG-NJZTJ",27.3,1392.3,13,"Yes","No","No",86.35,4267.15,0.0
"OANK-PGEEU",16.74,887.22,15,"No","No","No",73.8,4003.85,0.0
"OAOD-LFIGM",39.84,597.6,0,"No","No","No",19.75,297.3,0.0
"OAOH-PNGBQ",7.99,7.99,30,"Yes","Yes","Yes",93.3,93.3,0.0
"OAPV-POTWX",0.0,0.0,53,"No","No","No",29.65,90.05,0.0
"OAQA-SIZVW",17.51,280.16,7,"Yes","No","No",84.75,1350.15,0.0
"OAVE-ABIKC",6.77,27.08,3,"No","No","No",54.7,235.05,0.0
"OAYS-BISIQ",17.13,85.65,9,"No","No","No",71.45,371.6,0.0
"OBAF-JPGEO",49.91,2844.87,21,"No","Yes","No",95.25,5427.05,12.59
"OBDD-FNXOB",10.36,466.2,6,"Yes","Yes","Yes",75.95,3273.8,0.0
"OBDS-VPYBF",41.78,710.26,16,"No","No","No",70.5,1165.6,0.0
"OBFW-BETJF",42.11,2568.71,0,"No","No","No",19.1,1143.8,0.0
"OBHW-CAZST",16.8,991.2,18,"Yes","No","No",64.65,3735.45,0.0
"OBIM-FJSML",40.63,2884.73,69,"No","No","Yes",65.15,4681.75,4.7
"OBJQ-JXJLZ",35.7,642.6,26,"Yes","Yes","Yes",96.05,1740.7,0.0
"OBMO-AMZGJ",0.0,0.0,7,"No","No","No",30.6,856.35,0.0
"OBRK-KBSIS",4.81,43.29,69,"Yes","Yes","Yes",99.3,918.75,0.0
"OBVS-PQTXX",33.01,2211.67,0,"No","No","No",19.65,1335.2,0.0
"OBYD-BXTLS",38.76,348.84,82,"Yes","Yes","Yes",98.3,923.5,0.0
"OBYV-XYAHQ",0.0,0.0,24,"No","Yes","No",45.3,2651.2,40.95
"OCAV-AVBKQ",28.98,695.52,30,"Yes","Yes","Yes",101.25,2440.15,0.0
"OCBX-EPIAX",11.73,434.01,30,"No","No","No",91.2,3382.3,0.0
"OCDP-LHGDK",26.04,78.12,16,"No","No","No",55.1,154.65,0.0
"OCGD-XUOEE",28.72,2067.84,25,"Yes","Yes","No",114.85,8317.95,0.0
"OCHB-JKRSQ",39.97,1598.8,17,"No","No","No",78.85,3126.85,0.0
"OCKW-YBQPG",6.56,78.72,17,"No","No","No",43.8,540.95,0.0
"OCOD-ODGZA",18.42,497.34,26,"Yes","Yes","Yes",95.0,2462.55,0.0
"OCOI-DFHLT",4.45,62.3,16,"No","Yes","Yes",78.1,1122.4,0.0
"OCPT-ZVKMB",0.0,0.0,12,"No","No","No",24.6,24.6,0.0
"OCQS-QCARW",42.8,1498.0,0,"No","No","No",20.2,684.4,0.0
"OCUB-MVEOL",31.13,466.95,5,"No","No","No",51.1,711.15,0.0
"OCUM-JEDSC",16.36,229.04,6,"No","No","No",78.95,1101.85,0.0
"ODAN-BTJLI",15.06,933.72,82,"Yes","Yes","Yes",101.35,6164.7,0.0
"ODAT-CXITO",13.95,892.8,11,"Yes","Yes","Yes",104.4,6721.6,0.0
"ODCH-KLZZG",25.57,204.56,12,"No","Yes","Yes",64.4,581.7,0.0
"ODCK-ASPPZ",14.72,574.08,85,"Yes","Yes","Yes",100.55,3895.35,0.0
"ODIC-EXARB",40.14,1043.64,4,"No","Yes","Yes",95.85,2475.35,0.0
"ODJJ-QPKMJ",40.15,160.6,19,"No","Yes","Yes",54.3,195.3,0.0
"ODKZ-QHGJU",14.58,14.58,73,"Yes","No","No",53.5,53.5,0.0
"ODMN-IATNU",37.51,975.26,30,"No","No","No",69.05,1815.65,0.0
"ODSH-ZWBHB",28.49,28.49,18,"No","No","No",75.35,75.35,0.0
"ODTT-SCUQA",37.7,75.4,73,"Yes","No","No",79.95,174.45,0.0
"ODVG-YAPWH",26.03,1041.2,0,"No","No","No",19.65,830.25,0.0
"ODVY-MKCOY",0.0,0.0,59,"No","No","No",28.5,629.35,0.0
"ODYR-SNZAS",8.5,17.0,59,"No","No","Yes",73.55,145.4,0.0
"ODYY-YGXTL",2.93,208.03,10,"Yes","Yes","Yes",106.75,7283.25,0.0
"ODYZ-NYYIG",48.01,672.14,2,"No","No","No",78.85,1043.8,0.0
"OEDG-UMKOP",46.78,93.56,12,"Yes","No","No",91.15,168.5,0.0
"OEFO-BWQJO",0.0,0.0,14,"Yes","Yes","Yes",50.75,688.2,32.55
"OEHV-DQVUG",34.46,1826.38,0,"No","No","No",19.9,1110.05,0.0
"OEON-IOYJM",41.57,2535.77,21,"Yes","Yes","Yes",98.45,6145.2,0.0
"OEQL-VPWVV",1.07,74.9,21,"No","No","No",84.6,5706.2,0.0
"OEUH-NZPJE",29.41,2088.11,0,"No","No","No",23.9,1663.5,0.0
"OEXM-CCUZW",8.5,195.5,6,"Yes","No","No",96.9,2085.45,0.0
"OEYL-IEZUP",38.39,2648.91,0,"No","No","No",19.7,1396.9,0.0
"OEZR-CCVUB",0.0,0.0,15,"No","Yes","Yes",49.2,3580.95,0.0
"OFDM-OQIPZ",49.37,1826.69,4,"Yes","Yes","Yes",92.5,3473.4,0.0
"OFGH-YYEFV",42.55,510.6,18,"No","Yes","Yes",78.1,947.3,0.0
"OFHF-CBLXQ",9.57,239.25,59,"Yes","No","No",84.6,2088.05,0.0
"OFJL-KQDBP",20.3,20.3,16,"No","No","No",50.15,50.15,0.0
"OFRN-HTCAZ",3.41,231.88,26,"No","No","No",90.2,6297.65,0.0
"OFWA-MTACX",38.31,1800.57,7,"No","No","No",80.35,3825.85,0.0
"OGAA-EGOIJ",22.16,22.16,47,"No","No","No",74.6,74.6,0.0
"OGBP-QARQP",21.82,370.94,23,"Yes","No","No",94.4,1617.5,0.0
"OGBV-UASVG",11.33,203.94,52,"Yes","Yes","Yes",95.45,1752.55,45.61
"OGCC-SNQPX",5.52,253.92,16,"No","No","No",80.0,3769.7,0.0
"OGCU-MWUBU",26.12,417.92,8,"No","No","No",74.3,1178.25,0.0
"OGFB-HIBMZ",0.0,0.0,26,"No","Yes","Yes",39.9,2020.9,0.0
"OGJQ-FXFVM",36.15,795.3,11,"Yes","Yes","Yes",78.65,1663.75,0.0
"OGNC-NGFJS",17.01,51.03,28,"Yes","Yes","Yes",95.4,293.15,0.0
"OGPB-NMVOS",44.44,888.8,13,"Yes","Yes","No",98.55,1842.8,0.0
"OGQE-LPCIE",26.55,1141.65,12,"Yes","No","No",91.65,3954.1,0.0
"OGQM-BRHHK",46.05,368.4,22,"No","Yes","No",84.0,613.4,0.0
"OGRS-SYNND",27.05,27.05,23,"No","No","No",70.85,70.85,0.0
"OGSE-KLFIH",3.84,49.92,4,"No","No","No",81.15,952.3,0.0
"OGTA-VXOAX",5.15,15.45,0,"No","No","No",19.95,58.3,0.0
"OGVD-EJSAM",0.0,0.0,19,"No","No","No",30.5,30.5,0.0
"OGVX-BUWTV",48.7,633.1,0,"No","No","No",24.5,343.6,0.0
"OGVZ-MCOIQ",1.88,43.24,0,"No","No","No",19.65,451.55,0.0
"OHAT-SLQDZ",48.98,2840.84,76,"No","No","No",59.9,3505.1,0.0
"OHDP-YTQQO",0.0,0.0,59,"No","Yes","Yes",55.65,3880.05,0.0
"OHHH-QQFAI",49.57,2181.08,21,"Yes","Yes","Yes",85.25,3704.15,0.0
"OHHT-MUUNR",21.38,1539.36,2,"Yes","Yes","No",114.95,8196.4,0.0
"OHMV-XIHYZ",45.09,1172.34,41,"No","No","No",87.15,2274.1,0.0
"OHRT-NUIEZ",48.75,3071.25,21,"Yes","Yes","Yes",104.75,6536.5,0.0
"OHRZ-TDXHB",18.93,795.06,73,"No","No","No",54.5,2301.15,0.0
"OHTF-VGOPI",36.14,831.22,0,"No","No","No",19.3,486.2,0.0
"OHVY-JNRZM",41.52,1328.64,0,"No","No","No",19.8,607.7,0.0
"OHZX-EPPBA",2.48,64.48,19,"Yes","Yes","Yes",105.45,2715.3,0.0
"OIBQ-OJZAP",38.37,2417.31,59,"No","No","No",68.8,4111.35,0.0
"OIBR-OATZR",29.66,237.28,12,"Yes","Yes","Yes",95.65,778.1,0.0
"OIFK-ISAXQ",15.45,509.85,59,"No","No","No",53.75,1857.3,0.0
"OIKU-QOQFJ",2.45,115.15,13,"Yes","Yes","Yes",103.7,4730.6,0.0
"OILF-EEFEN",34.24,821.76,0,"No","No","No",19.75,498.1,0.0
"OITC-PKBVR",0.0,0.0,53,"No","Yes","Yes",35.5,552.7,0.0
"OITJ-LOLVA",2.24,2.24,6,"No","No","No",70.15,70.15,0.0
"OIWI-TZNGL",0.0,0.0,28,"No","No","No",36.1,1971.5,0.0
"OIZG-ACRAC",38.78,38.78,23,"Yes","No","No",86.05,86.05,0.0
"OJAE-JVVWL",14.09,267.71,25,"No","Yes","Yes",83.65,1465.75,0.0
"OJBD-KZTWE",8.56,8.56,24,"No","Yes","Yes",90.85,90.85,0.0
"OJCG-NIVVW",10.22,10.22,0,"No","No","No",19.75,19.75,0.0
"OJHA-SLKHT",0.0,0.0,59,"No","Yes","Yes",39.7,710.05,0.0
"OJHJ-VBDMX",19.18,57.54,22,"No","No","No",80.0,241.3,0.0
"OJHK-CFXKC",16.72,1120.24,0,"No","No","No",25.6,1790.35,46.06
"OJJD-XBROQ",1.1,4.4,19,"Yes","No","No",64.4,253.0,0.0
"OJLD-IFXAS",14.6,262.8,0,"No","No","No",20.45,357.0,0.0
"OJLP-OSDML",31.97,2269.87,73,"Yes","Yes","Yes",108.55,7616.0,0.0
"OJMT-YWVPY",4.42,150.28,0,"No","No","No",20.05,679.0,0.0
"OJPH-WIXDF",0.0,0.0,11,"No","No","No",24.35,41.85,0.0
"OJPJ-AZSEU",29.63,29.63,15,"No","No","No",70.4,70.4,0.0
"OJTN-TVWFX",43.47,86.94,30,"No","Yes","Yes",86.0,165.45,0.0
"OJVO-COXTK",7.39,29.56,4,"No","Yes","Yes",93.5,362.2,0.0
"OKAG-XUSJB",44.71,536.52,25,"Yes","Yes","Yes",96.05,1148.1,0.0
"OKBS-QGKWP",19.03,1008.59,0,"No","No","No",25.1,1275.6,0.0
"OKBZ-JNPWB",8.95,62.65,73,"No","No","Yes",69.0,506.9,0.0
"OKCJ-SLLHM",2.5,175.0,13,"Yes","Yes","Yes",90.15,6237.05,0.0
"OKCX-HYDQM",35.26,246.82,0,"No","No","No",19.85,144.15,0.0
"OKEC-UOALP",20.47,1043.97,0,"No","No","No",25.5,1281.25,0.0
"OKGM-WXUZW",0.0,0.0,15,"Yes","Yes","Yes",60.3,4109.0,0.0
"OKVZ-HMBSD",0.0,0.0,28,"No","Yes","Yes",49.65,305.55,0.0
"OLBV-ETSZD",22.2,888.0,76,"Yes","Yes","Yes",105.75,4228.55,0.0
"OLFF-HYIXA",45.61,775.37,53,"No","No","No",50.3,846.8,0.0
"OLGV-NGSJW",6.86,6.86,0,"No","No","No",20.0,20.0,0.0
"OLMX-TDBQD",27.24,626.52,82,"No","No","No",84.4,1936.85,0.0
"OLOT-DNXQR",0.0,0.0,29,"No","No","No",47.4,3177.25,0.0
"OLPQ-ASYUV",27.99,1623.42,24,"Yes","Yes","Yes",109.45,6144.55,0.0
"OLQT-RNAQA",33.74,1788.22,56,"No","Yes","Yes",95.95,5036.9,0.0
"OLUD-GSJFF",27.6,579.6,0,"No","No","No",19.6,397.0,0.0
"OLVW-PJRVK",19.88,1391.6,26,"Yes","Yes","Yes",101.75,7069.3,0.0
"OLWE-UJBVX",49.61,1289.86,76,"Yes","Yes","Yes",75.0,1908.35,0.0
"OLZY-COPKX",24.32,1751.04,76,"Yes","Yes","Yes",115.5,8312.75,0.0
"OMAM-OUIVB",7.15,7.15,48,"Yes","Yes","Yes",90.55,90.55,0.0
"OMAX-RCAXQ",20.62,1422.78,0,"No","No","No",20.3,1356.3,0.0
"OMFN-VIHIS",26.9,53.8,0,"No","No","No",19.9,57.4,0.0
"OMHD-DERUJ",11.99,155.87,27,"Yes","Yes","Yes",104.15,1299.1,2.76
"OMHU-SDJSC",6.32,37.92,11,"No","No","No",74.9,469.8,0.0
"OMIB-OSYZK",40.42,40.42,59,"No","No","No",44.35,44.35,0.0
"OMJV-DBKZX",3.47,232.49,21,"No","No","No",84.8,5598.3,0.0
"OMKJ-ZEDEO",0.0,0.0,20,"Yes","No","No",36.45,93.7,0.0
"OMTQ-DAKSG",25.84,878.56,15,"No","No","No",79.6,2718.3,0.0
"OMTV-KZSLF",39.03,78.06,30,"Yes","No","No",80.25,144.55,0.0
"OMVC-IQBFH",25.4,76.2,10,"No","No","No",70.25,229.7,0.0
"OMZC-JPIHE",30.6,30.6,27,"No","No","Yes",70.8,70.8,0.0
"OMZS-VAHDF",45.24,769.08,0,"No","No","No",25.15,412.6,0.0
"OMZV-WGTSQ",45.1,992.2,41,"Yes","No","No",80.0,1706.45,0.0
"ONCT-NNSVA",9.66,9.66,0,"No","No","No",19.8,19.8,0.0
"ONCZ-PWHMD",34.48,2068.8,51,"Yes","Yes","Yes",99.8,5985.75,0.0
"ONFE-SEKAM",41.64,291.48,0,"No","No","No",20.65,134.05,0.0
"ONFU-ZLYCA",26.45,1825.05,46,"Yes","No","No",79.45,5502.55,0.0
"ONKC-TMPFT",22.5,22.5,27,"No","No","No",69.95,69.95,0.0
"ONLI-PKEET",22.56,924.96,15,"Yes","Yes","No",99.8,4259.3,8.88
"ONPS-SIDUO",27.34,246.06,0,"No","No","No",20.1,190.25,0.0
"ONPZ-KQJQV",5.27,379.44,9,"Yes","No","No",74.4,5360.75,0.0
"ONQL-DROAE",29.1,58.2,19,"No","No","No",69.95,143.9,0.0
"ONQX-ZFAWN",38.41,76.82,0,"No","No","No",20.2,34.75,0.0
"ONRB-YSUQP",31.01,62.02,0,"No","No","No",20.5,38.25,0.0
"ONRL-KXXDZ",7.82,477.02,11,"Yes","Yes","Yes",111.6,6876.05,0.0
"ONRY-UVXVU",0.0,0.0,8,"Yes","Yes","Yes",48.75,633.4,0.0
"ONTH-DYIJO",46.17,46.17,30,"No","No","No",70.1,70.1,0.0
"ONTU-YKEPA",19.84,79.36,73,"No","Yes","Yes",82.85,319.6,0.0
"ONUJ-SELZL",34.49,103.47,52,"No","No","Yes",75.0,209.1,0.0
"ONYZ-CBCNN",12.78,127.8,2,"Yes","Yes","Yes",89.5,863.1,0.0
"ONZU-JQFBL",39.81,39.81,23,"No","No","No",70.9,70.9,0.0
"OOAM-RDCJX",35.8,429.6,25,"No","No","No",78.3,909.25,0.0
"OOCS-FCVYM",33.37,2335.9,9,"Yes","No","No",76.1,5264.25,0.0
"OOHL-OYOKJ",2.6,23.4,0,"No","No","No",20.25,186.15,0.0
"OOME-GVPVW",10.94,667.34,0,"No","No","No",20.25,1278.8,5.15
"OOMM-JNRJM",10.9,218.0,0,"No","No","No",19.35,433.75,0.0
"OOOF-YDLMV",0.0,0.0,13,"No","Yes","Yes",54.75,2348.45,0.0
"OOPK-UQIMS",32.78,1311.2,29,"Yes","Yes","Yes",102.65,4108.15,0.0
"OOQJ-JYFKO",0.0,0.0,52,"Yes","Yes","Yes",49.8,836.35,0.0
"OOTK-OCDUC",16.26,1154.46,27,"No","Yes","No",89.45,6435.25,0.0
"OOWG-PNAOB",37.6,2519.2,23,"Yes","No","No",88.4,5798.3,0.0
"OOZI-RHSDG",39.77,357.93,25,"No","No","No",74.05,678.45,0.0
"OPCA-SNTMH",27.1,1951.2,59,"Yes","Yes","Yes",91.95,6614.9,0.0
"OPDO-DAPEB",13.13,643.37,0,"No","No","No",19.0,918.7,0.0
"OPEY-HHAYX",6.41,397.42,59,"Yes","No","No",72.0,4284.2,0.0
"OPFI-EKEUQ",14.17,14.17,0,"No","No","No",19.6,19.6,0.0
"OPFW-UNTHW",45.41,3269.52,20,"Yes","Yes","Yes",92.0,6632.75,0.0
"OPSE-VTALX",40.37,2462.57,0,"No","No","No",25.3,1554.9,0.0
"OPSY-NUYIV",27.74,1442.48,18,"Yes","Yes","No",106.5,5621.85,0.0
"OPTD-KFZSK",31.79,572.22,19,"No","No","No",78.2,1468.75,0.0
"OPWX-PUQOU",43.69,786.42,0,"No","No","No",24.65,471.35,0.0
"OPXT-RGPQB",46.77,46.77,0,"No","No","No",20.0,20.0,0.0
"OPYA-LKVLX",33.95,441.35,59,"No","No","Yes",50.55,610.75,0.0
"OQEY-GCYVZ",17.71,301.07,13,"Yes","Yes","Yes",92.55,1515.1,0.0
"OQGF-QBFRC",0.0,0.0,8,"Yes","No","No",48.15,2032.3,0.0
"OQJS-CABWM",6.7,33.5,0,"No","No","No",24.3,132.25,0.0
"OQLO-XTDFZ",17.16,85.8,7,"No","No","No",51.35,262.3,0.0
"OQMR-HHTMW",0.0,0.0,20,"No","No","No",35.75,830.8,0.0
"OQPH-IBSDN",30.78,2216.16,17,"Yes","Yes","No",115.75,8399.15,0.0
"OQPO-OXIWW",22.95,1377.0,15,"Yes","Yes","Yes",104.35,6339.45,41.23
"OQRS-VJYZQ",29.61,1302.84,48,"Yes","No","No",70.95,3250.45,24.92
"OQXQ-KSDJQ",36.69,36.69,82,"Yes","No","No",55.3,55.3,0.0
"OQZD-OPDVX",15.62,140.58,2,"No","No","No",45.15,416.45,0.0
"OQZP-PBZBT",38.84,2796.48,0,"No","No","No",19.8,1414.65,0.0
"ORAI-PLURH",31.49,1920.89,0,"No","No","No",20.4,1226.45,0.0
"ORDD-IPSWK",4.75,337.25,0,"No","No","No",24.65,1766.75,0.0
"ORDP-IZKCK",45.33,135.99,0,"No","No","No",19.1,52.0,0.0
"ORJH-UMQAB",35.4,460.2,18,"Yes","No","No",83.2,1060.6,0.0
"ORPA-JVEHC",37.95,2277.0,27,"No","No","No",64.75,4039.5,0.0
"ORQB-RDFBF",2.12,74.2,3,"Yes","Yes","No",100.8,3437.5,0.0
"ORRC-FYBIB",30.99,1425.54,0,"No","No","No",19.2,908.15,0.0
"ORTV-AXWXK",39.55,39.55,21,"No","No","No",74.3,74.3,0.0
"ORUB-HBKXD",41.34,2149.68,24,"No","Yes","Yes",81.4,4354.45,0.0
"ORUZ-CKCTK",26.51,954.36,85,"No","Yes","Yes",65.4,2498.4,0.0
"ORYF-ZHBHP",11.53,703.33,0,"No","No","No",25.45,1538.6,0.0
"OSAW-WYCJH",0.0,0.0,29,"No","No","No",29.7,438.25,0.0
"OSDH-CEKQJ",40.58,1460.88,12,"Yes","Yes","Yes",95.4,3474.2,0.0
"OSEY-VVNFP",49.36,2764.16,21,"Yes","Yes","Yes",81.8,4534.45,0.0
"OSFI-FGPXF",34.27,1850.58,20,"Yes","Yes","Yes",100.05,5299.65,0.0
"OSGQ-SVYIM",42.55,85.1,53,"No","No","No",59.5,130.5,0.0
"OSIS-BOAIS",40.43,80.86,27,"Yes","No","Yes",85.65,181.5,0.0
"OSJN-UEKDC",17.33,34.66,14,"No","Yes","Yes",80.95,171.15,0.0
"OSLC-XLAVR",8.25,429.0,0,"No","No","No",19.6,1012.4,46.07
"OSLG-QIOIP",32.58,2182.86,8,"No","No","No",50.55,3260.1,0.0
"OSMM-ZBLQK",5.08,279.4,9,"Yes","No","No",89.8,4959.6,0.0
"OSMY-BKDRA",0.0,0.0,48,"No","No","No",35.5,249.55,0.0
"OSPX-PZDTG",15.12,1073.52,30,"Yes","Yes","Yes",84.2,5956.85,0.0
"OSSF-VBXEF",42.65,895.65,3,"Yes","Yes","Yes",104.4,2157.95,0.0
"OSVN-SHPFR",12.88,296.24,41,"No","No","No",57.75,1282.85,0.0
"OSZH-BDZUW",41.92,377.28,29,"No","No","No",44.2,403.35,0.0
"OTBV-SCIRN",1.95,15.6,0,"No","No","No",19.45,159.2,0.0
"OTHK-AVXOY",30.09,30.09,0,"No","No","No",20.45,20.45,0.0
"OTHK-NUIIB",31.81,95.43,0,"No","No","No",20.2,65.95,0.0
"OTRN-BYYRI",15.89,333.69,3,"Yes","Yes","Yes",103.85,2215.0,0.0
"OTSG-QHHPF",22.05,1587.6,0,"No","No","No",20.1,1326.25,0.0
"OTUB-SEHXZ",48.17,1300.59,15,"No","No","No",85.2,2151.6,0.0
"OTXG-VPJUE",19.22,1153.2,4,"Yes","Yes","Yes",102.5,6157.6,0.0
"OUAZ-XVFHD",28.19,1945.11,0,"No","No","No",19.9,1356.7,0.0
